unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"217952","3","3","4","-2","-2","1","1","-2","SOUTH CAROLINA INSTITUTE OF REAL ESTATE","10 DIAMOND LN","COLUMBIA","SC","29210","RICHLAND","79","45","5","C EDWARD NEELEY","PRESIDENT","8037984804","-1","8037984804","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"217961","1","1","1","-2","-2","-2","1","-2","CONVERSE COLLEGE","580 E MAIN ST","SPARTANBURG","SC","29302","SPARTANBURG","83","45","5","THAMAS MCDANIEL","PROVOST & N P ACCD. AFF","8645969051","8645969019","8645969040","-1","069331676","00343100","1","-2","4","1","02181999","2","1","2","3","7","1","1","2","20","9","0","1","1","2","2","2","2","21","2","A","-2","-2"
"217970","1","3","4","-2","-2","1","1","-2","CUMMINS MEMORIAL THEOLOGICAL SEMINARY","705 S MAIN ST","SUMMERVILLE","SC","29483","SUMMERVILLE","35","45","5","JAMES C WEST","PRESIDENT","8038733451","-1","-1","570762301","-3","-2","6","-2","-2","-2","-2","2","1","2","6","7","1","1","1","21","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"217989","1","1","1","-2","-2","-2","1","-2","DENMARK TECHNICAL COLLEGE","PO BOX 327 SOLOMON BLATT BLVD","DENMARK","SC","29042","BAMBERG","9","45","5","JOANN R G BOYD - SCOTLAND","PRESIDENT","8037935149","8037935183","8037935176","-1","082231770","00536300","1","-2","4","1","01231999","4","2","1","1","3","1","2","2","40","95","0","0","0","1","2","2","2","40","6","A","-2","-2"
"217998","1","1","1","-2","-2","-2","1","-2","ERSKINE COLLEGE AND SEMINARY","WASHINGTON ST","DUE WEST","SC","29639","ABBEVILLE","1","45","5","JOHN CARSON","PRESIDENT","8643792131","8643798832","8643798838","570314390","078068483","00343200","1","-2","4","1","02241999","2","1","2","6","9","1","1","1","11","14","0","2","0","2","2","2","2","31","7","A","-2","-2"
"218025","1","1","1","-2","-2","-2","1","-2","FLORENCE DARLINGTON TECHNICAL COLLEGE","PO BOX 100548","FLORENCE","SC","295010548","FLORENCE","41","45","5","CHARLES W GOULD","PRESIDENT","8436618324","8436618085","8436618098","570420007","078052313","00399000","1","-2","4","1","03041999","4","2","1","1","3","1","2","2","40","35","0","0","0","2","2","2","2","40","2","A","-2","-2"
"218043","1","1","1","-2","-2","-2","1","-2","FORREST JUNIOR COLLEGE","601 E RIVER ST","ANDERSON","SC","29624","ANDERSON","7","45","5","JOHN RE","PRESIDENT","8642257653","8642257653","8642257653","-1","077995991","00492400","1","-2","4","1","01211999","6","2","3","2","3","1","2","2","40","40","0","0","1","2","2","2","2","40","2","A","-2","-2"
"218052","3","3","4","-2","-2","1","1","-2","FORTUNE SCHOOL OF REAL ESTATE","PO BOX 3845","MYRTLE BEACH","SC","29578","HORRY","51","45","5","HAROLD SWANNER","DIRECTOR","8032361131","8032361131","8032361131","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"218061","1","1","1","-2","-2","-2","1","-2","FRANCIS MARION UNIVERSITY","PO BOX 100547","FLORENCE","SC","295010547","FLORENCE","41","45","5","LEE A VICKERS","PRESIDENT","8436611362","8436611190","8436611231","570522624","078052131","00922600","1","-2","4","2","02191999","1","1","1","1","7","1","1","2","20","26","0","0","1","2","2","2","2","21","2","A","-2","-2"
"218070","1","1","1","-2","-2","-2","1","-2","FURMAN UNIVERSITY","3300 POINSETT HWY","GREENVILLE","SC","29613","GREENVILLE","45","45","5","DAVID E SHI","PRESIDENT","8642942000","8642942204","5642942034","-1","044937407","00343400","1","-2","4","2","02181999","2","1","2","3","7","1","1","2","20","5","0","2","1","2","2","2","2","31","2","A","-2","-2"
"218089","1","1","1","-2","-2","-2","1","-2","CATHEDRAL BIBLE COLLEGE","803 HOWARD PKY MYRTLE AFB","MYRTLE BEACH","SC","295771408","HORRY","51","45","5","R WAYNE MILLER","PRESIDENT","8434771448","8434771448","8434771448","570694966","-3","-2","6","-2","4","2","01291999","2","1","2","6","9","1","1","2","10","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"218098","3","1","1","-2","-2","-2","1","-2","ALPHA BEAUTY SCHOOL","10 LIBERTY LN","GREENVILLE","SC","29607","GREENVILLE","45","45","5","KENNETH W LOCHRIDGE","PRESIDENT","8642356792","8643700693","8642710020","570517449","094993086","02336900","1","-2","4","1","01281999","9","3","3","2","2","1","2","2","0","40","0","2","0","2","2","2","2","-2","2","A","-2","-2"
"218113","1","1","1","-2","-2","-2","1","-2","GREENVILLE TECHNICAL COLLEGE","PO BOX 5616 STATION B","GREENVILLE","SC","296065616","GREENVILLE","45","45","5","THOMAS E BARTON JR","PRESIDENT","8642508111","8642508128","8642508110","570420667","073714743","00399100","1","-2","4","1","05251999","4","2","1","1","3","1","2","2","40","16","0","2","1","2","2","2","2","40","2","A","-2","-2"
"218131","1","3","4","-2","-2","1","1","-2","HOLMES COLLEGE OF THE BIBLE","115 BRIGGS AVE","GREENVILLE","SC","29601","-1","45","45","5","-1","-1","8032335386","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","2","1","2","6","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"218140","1","1","1","-2","-2","-2","1","-2","HORRY-GEORGETOWN TECHNICAL COLLEGE","PO BOX 261966","CONWAY","SC","295286066","HORRY","51","45","5","D KENT SHARPLES","PRESIDENT","8033473186","8033473186","8033473186","570477152","039283312","00492500","1","-2","4","1","01231999","4","2","1","1","4","1","2","2","40","19","1","1","1","2","2","2","2","40","4","A","-2","-2"
"218159","3","1","1","-2","-2","-2","1","-2","KENNETH SHULER SCHOOL OF COSMETOLOGY AND HAIR DES","736 MARTINTOWN RD E","NORTH AUGUSTA","SC","29841","AIKEN","3","45","5","KENNETH SHULER","OWNER","8032781200","8032781200","8032781200","-1","626995401","03052300","1","-2","4","1","12101998","9","3","3","2","2","1","2","2","0","77","0","3","0","2","2","2","2","-2","4","A","-2","-2"
"218168","1","1","1","-2","-2","-2","1","-2","JOHNSON & WALES UNIVERSITY-CHARLESTON","701 E BAY ST","CHARLESTON","SC","29403","CHARLESTON","19","45","5","BARRY L GLEIM","PRESIDENT CHARLESTON CAMPUS","8037273000","8007233429","8008681522","050306206","-3","00340401","1","-2","4","1","02211999","2","1","2","3","5","1","2","2","30","15","0","1","1","2","2","2","2","-2","2","A","-2","-2"
"218195","3","1","1","-2","-2","-2","1","-2","KENNETH SHULER SCHOOL OF COSMETOLOGY","1730 BROAD RIVER RD","COLUMBIA","SC","29210","RICHLAND","79","45","5","KENNETH SHULER","PRESIDENT","8037726042","8037726042","8037726098","-1","151877412","02341100","1","-2","4","1","12101998","9","3","3","2","2","1","2","2","0","65","0","3","0","2","2","2","2","-2","2","A","-2","-2"
"218229","1","1","1","-2","-2","-2","1","-2","LANDER UNIVERSITY","STANLEY AVE","GREENWOOD","SC","29649","GREENWOOD","47","45","5","WILLIAM C MORAN","PRESIDENT","8643888300","8643888340","8643888307","570559320","616672275","00343500","1","-2","4","1","02181999","1","1","1","1","7","1","1","2","20","19","0","1","1","2","2","2","2","22","6","A","-2","-2"
"218238","1","1","1","-2","-2","-2","1","-2","LIMESTONE COLLEGE","1115 COLLEGE DR","GAFFNEY","SC","29340","CHEROKEE","21","45","5","WALT GRIFFIN","PRESIDENT","8644897151","8644897151","8644897151","570314402","073717597","00343600","1","-2","4","1","02181999","2","1","2","3","5","1","2","2","30","26","1","1","1","2","2","2","2","32","4","A","-2","-2"
"218256","3","1","1","-2","-2","-2","1","-2","PAL TRAVEL SCHOOL","2301 BELTLINE BLVD","COLUMBIA","SC","29204","RICHLAND","79","45","5","MIKE PALYOK","DIRECTOR","8037905555","8037905555","8037905555","570830648","-3","-2","6","-2","4","1","12041998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"218265","1","1","1","-2","-2","-2","1","-2","LUTHERAN THEOLOGICAL SOUTHERN SEMINARY","4201 N MAIN ST","COLUMBIA","SC","292035898","RICHLAND","79","45","5","H FREDERICK REISZ JR","PRESIDENT","8037865150","8037865150","8037865150","570327888","073728149","00343700","1","-2","4","1","02181999","2","1","2","6","7","2","1","1","21","7","0","1","1","2","2","2","2","51","2","A","-2","-2"
"218283","3","3","4","-2","-2","1","1","-2","STYLE TRENDS BARBERING AND HAIR STYLE ACADEMY","239 HAMPTON","ROCK HILL","SC","29730","YORK","91","45","5","RICHARD MANGUM","PRESIDENT","8033280807","-1","-1","570797311","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"218317","1","1","1","-2","-2","-2","1","-2","MCLEOD REGIONAL MEDICAL CENTER SCHOOL OF MED TECHN","555 E CHEVES ST","FLORENCE","SC","295062617","FLORENCE","41","45","5","WILLIAM HESTER","DIRECTOR OF MEDICAL EDUCATION","8436672078","8436672497","8436672497","-1","-3","-2","6","-2","4","1","01141999","2","1","2","3","6","2","1","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"218335","1","1","1","-2","-2","-2","1","-2","MEDICAL UNIVERSITY OF SOUTH CAROLINA","171 ASHLEY AVE","CHARLESTON","SC","29425","CHARLESTON","19","45","5","JAMES EDWARDS","PRESIDENT","8437921010","8437922536","8437923281","576000722","183710748","00343800","1","-2","4","2","04011999","1","1","1","1","9","1","1","1","11","9","1","4","1","2","1","1","2","52","2","A","-2","-2"
"218353","1","1","1","-2","-2","-2","1","-2","MIDLANDS TECHNICAL COLLEGE","PO BOX 2408","COLUMBIA","SC","29202","RICHLAND LEXINGTON","79","45","5","JAMES HUDGINS","PRESIDENT","8037388324","8037387691","8037387764","570427788","069329753","00399300","1","-2","4","1","01231999","4","2","1","1","3","1","2","2","40","32","0","2","1","2","2","2","2","40","2","A","-2","-2"
"218399","1","1","1","-2","-2","-2","1","-2","MORRIS COLLEGE","100 W COLLEGE ST","SUMTER","SC","291503599","SUMTER","85","45","5","LUNS RICHARDSON","PRESIDENT","8039343200","8039343238","8039343225","-1","078047701","00343900","1","-2","4","1","02181999","2","1","2","6","5","1","2","2","30","99","0","0","0","1","2","2","2","32","4","A","-2","-2"
"218405","1","3","4","-2","-2","1","1","-2","MUSEUM SCHOOL OF ART","420 COLLEGE ST","GREENVILLE","SC","29601","GREENVILLE","45","45","5","ROBERT STROTHER","COORDINATOR","8032717570","8032717570","8032717570","-1","-3","-2","6","-2","-2","-2","-2","4","2","1","1","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"218414","1","1","1","-2","-2","-2","1","-2","NEWBERRY COLLEGE","2100 COLLEGE ST","NEWBERRY","SC","29108","NEWBERRY","71","45","5","PETER L FRENCH","PRESIDENT","8032765010","8033215121","8033215127","-1","069329159","00344000","1","-2","4","1","12111998","2","1","2","6","5","1","2","2","30","15","0","0","1","2","2","2","2","32","6","A","-2","-2"
"218423","1","1","1","-2","-2","-2","1","-2","NIELSEN ELECTRONICS INSTITUTE","1275 BARRACKS RD","NORTH CHARLESTON","SC","29405","CHARLESTON","19","45","5","ROBERT R NIELSEN SR","PRESIDENT","8437477080","8437477080","8437477080","570525223","073709693","02260100","1","-2","4","1","01231999","6","2","3","2","3","1","2","2","40","64","0","1","0","2","2","2","2","40","2","A","-2","-2"
"218432","1","1","1","-2","-2","-2","1","-2","NORTH AMERICAN INSTITUTE OF AVIATION","CONWAY-HORRY CO AIRPORT PO BOX 680","CONWAY","SC","29528","HORRY","51","45","5","DOUGLAS W BECKNER","PRESIDENT","8433979111","8433979111","8433979111","570676158","075486449","02189800","1","-2","4","1","01211999","6","2","3","2","4","1","2","2","0","3","0","1","1","2","2","2","2","-2","4","A","-2","-2"
"218441","1","1","1","-2","-2","-2","1","-2","NORTH GREENVILLE COLLEGE","PO BOX 1892","TIGERVILLE","SC","296881892","GREENVILLE","45","45","5","JAMES B EPTING","PRESIDENT CEO","8649777000","8649777057","8649777000","570314406","046506499","00344100","1","-2","4","1","12111998","2","1","2","6","5","1","2","2","30","17","0","0","1","2","2","2","2","40","4","A","-2","-2"
"218487","1","1","1","-2","-2","-2","1","-2","ORANGEBURG CALHOUN TECHNICAL COLLEGE","3250 ST MATTHEWS RD","ORANGEBURG","SC","29118","ORANGEBURG","75","45","5","JEFFERY R OLSON","PRESIDENT","8035360311","8035351249","8035351218","570481987","078046687","00681500","1","-2","4","1","03011999","4","2","1","1","4","1","2","2","40","52","0","0","0","2","2","2","2","40","6","A","-2","-2"
"218511","3","1","1","-2","-2","-2","1","-2","PIEDMONT COLLEGE OF HAIR DESIGN","491 UNION ST DRAWER 6050","SPARTANBURG","SC","29304","SPARTANBURG","83","45","5","ROBERT L PEARSON III","OWNER","8645855293","8645855293","8645855293","-1","084715358","02348300","1","-2","4","1","12041998","9","3","3","2","2","1","2","2","0","68","0","0","1","2","2","2","2","-2","2","A","-2","-2"
"218520","1","1","1","-2","-2","-2","1","-2","PIEDMONT TECHNICAL COLLEGE","PO DRAWER 1467","GREENWOOD","SC","29648","GREENWOOD","47","45","5","LEX WALTERS","PRESIDENT","8649418324","8649418367","8649418369","570476862","073706624","00399200","1","-2","4","1","01231999","4","2","1","1","3","1","2","2","40","32","0","0","0","2","2","2","2","40","6","A","-2","-2"
"218539","1","1","1","-2","-2","-2","1","-2","PRESBYTERIAN COLLEGE","503 S BROAD ST","CLINTON","SC","29325","CLINTON LAURENS","59","45","5","JOHN GRIFFITH","PRESIDENT","8648332820","8648338290","8648338230","570314408","078059870","00344500","1","-2","4","1","12111998","2","1","2","6","5","1","2","2","30","4","0","0","1","2","2","2","2","31","6","A","-2","-2"
"218645","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA-AIKEN","471 UNIVERSITY PKY","AIKEN","SC","29801","AIKEN","3","45","5","ROBERT ALEXANDER","CHANCELLOR","8036486851","8036486851","8036486851","-1","066492083","00344900","1","-2","4","1","12111998","1","1","1","1","7","1","1","2","20","19","0","1","1","2","2","2","2","32","2","A","-2","-2"
"218654","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT BEAUFORT","801 CARTERET ST","BEAUFORT","SC","29902","BEAUFORT","13","45","5","CHRIS P PLYLER","DEAN","8035214137","8035214104","8035214103","-1","030113369","00345000","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","17","2","2","4","2","2","2","2","40","6","A","-2","-2"
"218663","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA","","COLUMBIA","SC","29208","RICHLAND","79","45","5","JOHN M PALMS","PRESIDENT","8037777000","8037778134","8037777700","-1","041387846","00344800","1","-2","4","1","02181999","1","1","1","1","9","1","1","1","11","16","0","2","1","2","2","1","2","12","2","A","-2","-2"
"218672","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT LANCASTER","PO BOX 889","LANCASTER","SC","29721","LANCASTER","57","45","5","JOSEPH PAPPIN III","DEAN","8032857471","8032857471","8032857471","-1","030506570","00345300","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","17","0","1","0","2","2","2","2","40","6","A","-2","-2"
"218681","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT SALKEHATCHIE","PO BOX 617","ALLENDALE","SC","29810","ALLENDALE","5","45","5","CARL CLAYTON","DEAN","8035843446","8035843446","8035843446","-1","098400435","00345400","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","35","0","0","0","2","2","2","2","40","6","A","-2","-2"
"218690","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT SUMTER","200 MILLER RD","SUMTER","SC","291502498","SUMTER","85","45","5","C LESLIE CARPENTER","DEAN","8037756341","8037756341","8037756341","-1","119192425","00342600","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","16","1","2","2","2","2","2","2","40","4","A","-2","-2"
"218706","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT UNION","PO DRAWER 729","UNION","SC","29379","UNION","87","45","5","JAMES W EDWARDS","DEAN","8644273681","8644273681","8644273681","-1","193523388","00492700","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","10","0","2","1","2","2","2","2","40","6","A","-2","-2"
"218724","1","1","1","-2","-2","-2","1","-2","COASTAL CAROLINA UNIVERSITY","755 HWY 544","CONWAY","SC","29526","HORRY","51","45","5","RONALD R INGLE","PRESIDENT","8433473161","8433492313","8433492026","570977955","966760324","00345100","1","-2","4","1","02181999","1","1","1","1","7","1","1","2","20","9","0","1","1","2","2","2","2","32","4","A","-2","-2"
"218733","1","1","1","-2","-2","-2","1","-2","SOUTH CAROLINA STATE UNIVERSITY","300 COLLEGE ST NE","ORANGEBURG","SC","29117","ORANGEBURG","75","45","5","LEROY DAVIS","PRESIDENT","8035367000","8035367458","8035368970","-1","626143457","00344600","1","-2","4","2","03041999","1","1","1","1","9","1","1","2","10","92","0","0","0","1","2","2","2","21","6","A","-2","-2"
"218742","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF SOUTH CAROLINA AT SPARTANBURG","800 UNIVERSITY WAY","SPARTANBURG","SC","29303","SPARTANBURG","83","45","5","JOHN C STOCKWELL","CHANCELLOR","8645035000","8645035349","8645035280","-1","069312973","00695100","1","-2","4","2","02181999","1","1","1","1","7","1","1","2","20","16","0","2","1","2","2","2","2","32","2","A","-2","-2"
"218751","1","1","1","-2","-2","-2","1","-2","SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC","2020 SPRINGFIELD RD","SPARTANBURG","SC","29316","SPARTANBURG","83","45","5","DAVID B KOCH","PRESIDENT","8645788770","8645788770","8645788770","237242844","078051042","02063700","1","-2","4","1","02181999","2","1","2","3","-2","2","2","1","1","2","0","3","3","2","2","2","2","53","2","A","-2","-2"
"218779","3","3","4","-2","-2","1","1","-2","SOUTH CAROLINA SCHOOL OF BARTENDING","PO BOX 1304","CLEMSON","SC","29631","-1","77","45","5","RUSSELL WILLINGHAM","ADMNSTR/INSTRUC","8036544209","8036544209","8036544209","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"218797","3","1","1","-2","-2","-2","1","-2","SOUTHEASTERN SCHOOL OF AUCTIONEERING","309 EASTVIEW RD","PELZER","SC","296699714","GREENVILLE","45","45","5","LARRY J MEARES","PRESIDENT","8649472000","-1","8649472000","249624070","-3","-2","6","-2","4","1","01291999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","7","A","-2","-2"
"218821","1","1","1","-2","-2","-2","1","-2","SPARTANBURG METHODIST COLLEGE","1200 TEXTILE DR","SPARTANBURG","SC","293010009","SPARTANBURG","83","45","5","CHARLES TEAGUE","PRESIDENT","8645874000","8645874298","8645874213","570314415","030115059","00344700","1","-2","4","1","01211999","5","2","2","6","3","1","2","2","40","30","0","1","1","2","2","2","2","40","2","A","-2","-2"
"218830","1","1","1","-2","-2","-2","1","-2","SPARTANBURG TECHNICAL COLLEGE","BUSINESS I85","SPARTANBURG","SC","29305","SPARTANBURG","83","45","5","DAN TERHUNE","PRESIDENT","8645913600","8645913823","8645913800","570439615","084704972","00399400","1","-2","4","1","03041999","4","2","1","1","4","1","2","2","40","23","0","2","0","2","2","2","2","40","2","A","-2","-2"
"216357","1","1","1","-2","-2","-2","1","-2","THIEL COLLEGE","75 COLLEGE AVE","GREENVILLE","PA","16125","MERCER","85","42","2","C CARLYLE HAALAND","PRESIDENT","4125892000","4125892250","4125892345","250965576","004500732","00337600","1","-2","4","1","02241999","2","1","2","6","5","1","2","2","30","9","0","0","1","2","2","2","2","32","4","A","-2","-2"
"216366","1","1","1","-2","-2","-2","1","-2","THOMAS JEFFERSON UNIVERSITY","1020 WALNUT ST","PHILADELPHIA","PA","19107","PHILADELPHIA","101","42","2","PAUL C BRUCKER","PRESIDENT","2159556000","2159555855","2159556987","-1","053284659","01239300","1","-2","4","1","01141999","2","1","2","3","9","1","1","1","11","8","0","11","3","2","1","1","2","52","1","A","-2","-2"
"216384","1","1","1","-2","-2","-2","1","-2","TRANSYLVANIA BIBLE SCHOOL","927 FREEPORT RD","FREEPORT","PA","16229","ARMSTRONG","5","42","2","HENRY CLAY SHILLING","PRESIDENT","7242952464","4122952464","4122952464","256068388","-3","-2","6","-2","4","2","04121999","2","1","2","6","0","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","7","A","-2","-2"
