unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"183220","RUNAWAY SCHOOL OF TRAVEL","DERRY","NH","33","1","","","","9","3","3","2","1","","3","1","1","35 CRYSTAL AVENUE","3038","ROCKINGHAM","1","6034340897","KAREN COFFEY","DIR"
"183239","SAINT ANSELM COLLEGE","MANCHESTER","NH","33","1","2587","","","2","1","2","4","5","","1","1","1","87 SAINT ANSELM DR","03102","HILLSBORO","1","6036417000","JONATHAN DEFELICE","PRES"
"183248","SAINT JOSEPH HOSPITAL SCHOOL OF PRACTICAL NURSING","NASHUA","NH","33","1","","","","5","2","2","4","3","","2","1","1","5 WOODWARD AVENUE","03060","HILLSBOROUGH COUNTY","2","6035953069","PETER DAVIS","PRESIDENT"
"183257","SCHOOL FOR LIFELONG LEARNING","DURHAM","NH","33","1","29340","","","1","1","1","1","5","","1","1","1","DUNLAP CENTER","03824","","1","6038621692","VICTOR B MONTANA","DEAN & CEO"
"183275","THOMAS MORE COLLEGE OF LIBERAL ARTS","MERRIMACK","NH","33","1","30431","","","2","1","2","3","5","","1","1","3","6 MANCHESTER ST","03054","HILLSBOROUGH","1","6038808308","PETER SAMPO","PRESIDENT"
"183284","THE THOMAS SCHOOL","PEMBROKE","NH","33","1","","","","9","3","3","2","1","","3","1","1","146 SHEEP DAVIS RD","03275","MERRIMACK","2","6032253441","MARIE MONGAN","DIRECTOR"
"183309","TRAVEL EDUCATION CENTER","NASHUA","NH","33","1","","","","9","3","3","2","1","","3","1","1","402 AMHERST ST","03063","HILLSBOROUGH","2","6038807200","LINDA PARESKY","PRESIDENT"
"183327","UNIVERSITY SYSTEM OF NEW HAMPSHIRE SYSTEM OFFICE","DURHAM","NH","33","1","8027","","","0","0","0","","","","1","1","1","DUNLAP CENTER","03824","STRAFFORD","1","6038681800","CLAIRE VAN UMMERSEN","CHANCELLOR"
"183345","WHITE PINES COLLEGE","CHESTER","NH","33","1","4733","","","5","2","2","3","3","","2","1","1","CHESTER STREET","03036","","1","6038874401","MARY R. SCERRA","PRESIDENT"
"183372","ACADEMY FOR CAREER EDUCATION-ACE DRAFTING SCHOOL","EDISON","NJ","34","2","","","","9","3","3","2","1","","3","1","1","28 CAMPUS PLAZA RARITAN CENTER","8837","MIDDLESEX","6","9082252697","CHANA SCHACHNER","DIRECTOR"
"183442","AIRCO EDUCATIONAL SERVICES","MURRAY HILL","NJ","34","2","","","","0","0","0","","","","1","1","3","575 MOUNTAIN AVENUE","07974","","5","9084648100","",""
"183460","ALLEN SINGER BROADCASTING","TRENTON","NJ","34","2","","","","9","3","3","2","2","","3","1","1","1590 FIFTH STREET","08638","","4","6095380672","",""
"183479","AMERICAN BARTENDING SCHOOL","MONTCLAIR","NJ","34","2","","","","9","3","3","2","1","","3","1","1","408 BLOOMFIELD AVE 2ND FL","07042","MONTCLAIR","8","2017837100","MICHELE UNGARO","DIRECTOR"
"183488","AMERICAN BUSINESS ACADEMY","HACKENSACK","NJ","34","2","","","","6","2","3","2","4","","2","3","3","66 MOORE STREET","07601","","9","2014889400","",""
"183512","NATIONAL ACADEMY FOR PARALEGAL STUDIES, INC","MIDDLETOWN","NY","36","2","","","","9","3","3","2","1","","3","1","1","P.O. BOX 907","10940","ORANGE","22","9146927666","MICHAEL A MANNA","DIRECTOR"
"183521","AMERICAN SCHOOL OF FLORAL & PLANT DESIGN","MADISON","NJ","34","2","","","","9","3","3","2","2","","3","1","1","2 GREEN VILLAGE RD","7940","MORRIS","11","2013774448","JANET A STEVENSON","DIRECTOR"
"183530","AMERICAN SCHOOL OF DOG GROOMING","NEW EGYPT","NJ","34","2","","","","9","3","3","2","1","","3","1","1","22 JACOBSONTOWN ROAD BLDG 2","8533","","4","6097587772","",""
"183549","ANN MAY SCHOOL OF NURSING-JERSEY SHORE MED CTR","NEPTUNE","NJ","34","2","","","","5","2","2","3","4","","2","1","3","1945 ROUTE 33","07754","MONMOUTH","3","9087764200","JOHN LLOYD","PRESIDENT"
"173382","COSMETELOGY TRAINING CENTER","ROCHESTER","MN","27","4","","","","9","3","3","2","2","","3","1","1","1599 NORTH BROADWAY NORTHBROOK SHOPPING CENTER","55904","OLMSTED","1","5072890453","A SCHREUR","PRESIDENT"
"173391","COSMOTOLOGY TRAINING CENTER","MANKATO","MN","27","4","","","","9","3","3","2","2","","3","1","1","111 E HICKORY STREET","56001","BLUE EARTH","2","5073454033","A JAY SCHREUR","PRESIDENT"
"173416","DAKOTA COUNTY TECHNICAL COLLEGE","ROSEMOUNT","MN","27","4","10402","","","4","2","1","1","4","","2","1","1","1300 E 145TH STREET","55068","DAKOTA","3","6124232281","ROGER NORSTED","SUPERINTENDENT"
"173425","DETROIT LAKES TECHNICAL COLLEGE","DETROIT LAKES","MN","27","4","","","","4","2","1","1","4","","2","1","1","HIGHWAY 34 E","56501","BECKER","7","2188471341","DENNIS HOPMAN","PRESIDENT"
"173443","DOLPHIN INFORMATION SYSTEMS","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","1","","3","1","1","258 HENNEPIN AVE","554011996","HENNEPIN","5","6123383455","KATHLEEN DOLPHIN","DIRECTOR"
"173452","DR MARTIN LUTHER COLLEGE","NEW ULM","MN","27","4","2361","","","2","1","2","6","5","","1","1","1","1884 COLLEGE HEIGHTS","56073","BROWN","2","5073548221","LLOYD HUEBNER","PRESIDENT"
"173461","DULUTH TECHNICAL COLLEGE","DULUTH","MN","27","4","","","","4","2","1","1","4","","2","1","1","2101 TRINITY RD","55811","ST LOUIS","8","2187222801","HAROLD P. ERICKSON","PRESIDENT"
"173470","COSMETOLOGY CAREERS UNLTD-DULUTH","DULUTH","MN","27","4","","","","9","3","3","2","2","","3","1","1","121 WEST SUPERIOR STREET","55802","ST LOUIS","8","2187227484","PATRICK NACEY","PRES"
"173489","DULUTH BUSINESS UNIVERSITY, INC.","DULUTH","MN","27","4","","","","9","3","3","2","2","","3","1","1","412 WEST SUPERIOR ST","55802","ST LOUIS","8","2187223361","JAMES GESSNER","OWNER"
"173513","EAST GRAND FORKS TECHNICAL COLLEGE","E GRAND FORKS","MN","27","4","","","","4","2","1","1","4","","2","1","1","HIGHWAY 220 N","56721","POLK","7","2187733441","GERALD FOLSTROM",""
"173522","ELMO AERO, INC","LAKE ELMO","MN","27","4","","","","9","3","3","2","1","","3","1","1","LAKE ELMO AIRPORT BOX 833","55042","","6","6127703881","",""
"173531","EVELETH TECHNICAL COLLEGE","EVELETH","MN","27","4","","","","4","2","1","1","4","","2","1","3","HWY #53","55734","ST LOUIS","8","2187443302","HAROLD T HOGHAUG","DIRECTOR"
"173540","MINNESOTA RIVERLAND TECHNICAL COL-FARIBAULT CAMPUS","FARIBAULT","MN","27","4","","","","4","2","1","1","4","","2","1","1","1225 SW THIRD STREET","55021","RICE","1","5073343965","MARLIN WACHOLZ","PRESIDENT"
"173559","FERGUS FALLS COMMUNITY COLLEGE","FERGUS FALLS","MN","27","4","2352","","","4","2","1","1","4","","2","1","1","1414 COLLEGE WAY","56537","OTTER TAIL","7","2187397500","DAN TRUE","PROVOST"
"173577","FILM IN THE CITIES INC","ST PAUL","MN","27","4","","","","8","3","2","3","2","","3","1","1","2388 UNIVERSITY AVE","55114","","4","6126466104","RICHARD WEISE","DIRECTOR"
"173601","COSMETOLOGY TRAINING CENTER","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","2","","3","1","1","5164 CENTRAL AVE NE","55421","ANOKA","5","6125710234","A JAY SCHREUR","PRESIDENT"
"173610","COSMETOLOGY TRAINING CENTER","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","2","","3","1","1","2323 W 66TH STREET","55423","HENNEPIN","5","6128663445","A JAY SCHREUR","PRES"
"173629","GLOBE COLLEGE OF BUSINESS","SAINT PAUL","MN","27","4","","","","9","3","3","2","2","","3","1","1","289 E FIFTH ST","55101","","4","6122244378","TERRY MYHRE","PRESIDENT"
"173638","SOUTHWESTERN TECHNICAL COLLEGE-GRANITE FALLS CAM","GRANITE FALLS","MN","27","4","","","","4","2","1","1","4","","2","1","1","1593 11TH AVENUE","56241","YELLOW MEDICINE","2","6125644511","MARLIN WACHOLZ","PRESIDENT"
"173647","GUSTAVUS ADOLPHUS COLLEGE","SAINT PETER","MN","27","4","2353","","","2","1","2","6","5","","1","1","1","","56082","NICOLLET","2","5079338000","AXEL STEUER","PRESIDENT"
"173665","HAMLINE UNIVERSITY","SAINT PAUL","MN","27","4","2354","","","2","1","2","6","7","1","1","1","1","SNELLING & HEWITT AVENUES","55104","RAMSEY","4","6126412800","LARRY OSNES","PRES"
"173683","HAZELDEN FOUNDATION","CENTER CITY","MN","27","4","","","","8","3","2","3","2","","3","1","1","BOX 11","55012","CHISAGO","","6122574010","HAROLD SWIFT","PRESIDENT"
"173708","HENNEPIN TECHNICAL COLLEGE","PLYMOUTH","MN","27","4","","","","4","2","1","1","3","","2","1","1","1820 NORTH XENIUM LANE","55441","HENNEPIN","3","6125593535","RONALD CARTER","SUPT"
"173717","HIBBING TECHNICAL COLLEGE","HIBBING","MN","27","4","","","","4","2","1","1","4","","2","1","1","2900 E BELTLINE","55746","ST LOUIS","8","2182626185","GERALD G. STUHR","PRESIDENT"
"173726","COSMETOLOGY CAREER UNLTD-HIBBING","HIBBING","MN","27","4","","","","9","3","3","2","2","","3","1","1","110 E HOWARD STREET","55746","ST LOUIS","8","2182638354","PATRICK NACEY","PRESIDENT"
"173735","HIBBING COMMUNITY COLLEGE","HIBBING","MN","27","4","2355","","","4","2","1","1","4","","2","1","1","1515 EAST 25TH STREET","55746","ST LOUIS","8","2182626700","ANTHONY KUZNIK","PROVOST"
"173744","HORST EDUCATION CENTER","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","1","","3","1","1","400 CENTRAL AVE S.E.","55414","","5","6123787400","",""
"173753","HUTCHINSON TECHNICAL COLLEGE","HUTCHINSON","MN","27","4","","","","4","2","1","1","4","","2","1","1","TWO CENTURY AVE","55350","MCLEOD","2","6125873636","RICHARD LENNES","PRESIDENT"
"173771","INTER LUTHERAN THEOLOGICAL SEMINARY","MINNEAPOLIS","MN","27","4","","","","2","1","2","6","7","1","1","3","3","11015-A COUNTY RD 15","55441","","3","6125463332","WAYNE JUNTUNEN","ASSISTANT DEAN"
"173799","INVER HILLS COMMUNITY COLLEGE","INVER GRV HTS","MN","27","4","9740","","","4","2","1","1","3","","2","1","1","8445 COLLEGE TRAIL","55076","DAKOTA","3","6124508500","DR. JERRY ISAACS","PRESIDENT"
"173805","ITASCA COMMUNITY COLLEGE","GRAND RAPIDS","MN","27","4","2356","","","4","2","1","1","4","","2","1","1","1851 HIGHWAY 169 EAST","55744","ITASCA","8","2183274460","LAWRENCE DUKES","PROVOST"
"173814","SOUTHWESTERN TECHNICAL COLLEGE - JACKSON CAMPUS","JACKSON","MN","27","4","","","","4","2","1","1","4","","2","1","1","401 WEST STREET","56143","JACKSON","6","5078473320","DENNIS FINSTAD","CAMPUS DIR"
"173850","LAKELAND MEDICAL AND DENTAL ACADEMY","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","2","","3","1","1","1402 W LAKE STREET","55408","HENNEPIN","5","6128275656","LORRIE LAURIN","DIRECTOR"
"173869","LAKEWOOD COMMUNITY COLLEGE","WHITE BR LK","MN","27","4","6774","","","4","2","1","1","3","","2","1","1","3401 CENTURY AVENUE NORTH","55110","WHITE BEAR LAKE","4","6127793200","JERRY OWENS","PRESIDENT"
"173887","LOWTHIAN COLLEGE","MINNEAPOLIS","MN","27","4","10248","","","6","2","3","2","3","","2","1","1","821 MARQUETTE AVE 300","55402","HENNEPIN","5","6123323361","PETRENA LOWTHIAN","PRESIDENT"
"173896","LUTHER NORTHWESTERN THEOLOGICAL SEMINARY","SAINT PAUL","MN","27","4","2357","","","2","1","2","6","9","1","1","1","1","2481 COMO AVE","55108","RAMSEY","4","6126413456","DAVID L TIEDE","PRESIDENT"
"173902","MACALESTER COLLEGE","SAINT PAUL","MN","27","4","2358","","","2","1","2","6","5","","1","1","1","1600 GRAND AVE","551051899","RAMSEY","4","6126966000","ROBERT GAVIN","PRESIDENT"
"173911","MANKATO TECHNICAL COLLEGE","NORTH MANKATO","MN","27","4","","","","4","2","1","1","4","","2","1","1","1920 LEE BOULEVARD","56003","BLUE EARTH/NICOLLET","1","5076253441","JOHN VOTCA","PRESIDENT"
"173920","MANKATO STATE UNIVERSITY","MANKATO","MN","27","4","2360","","","1","1","1","1","8","","1","1","1","SOUTH ROAD AND ELLIS AVE","56001","BLUE EARTH","1","5073896767","MARGARET PRESKA","PRESIDENT"
"173939","MAXIMS BEAUTY ACADEMY","BLAINE","MN","27","4","","","","9","3","3","2","2","","3","1","1","40 HWY 10","55434","ANOKA","6","6127849102","DANIEL KUNIN","PRESIDENT"
"173948","MAYO GRADUATE SCHOOL OF MEDICINE","ROCHESTER","MN","27","4","10337","","","2","1","2","3","","1","1","1","1","200 1ST STREET SOUTHWEST","55905","OLMSTED","1","5072842220","LYNN M. SWENSEN","ADMINISTRATOR"
"173957","MAYO MEDICAL SCHOOL","ROCHESTER","MN","27","4","11732","","","2","1","2","3","7","1","1","1","1","200 1ST ST SOUTHWEST","55905","OLMSTED","1","5072843671","BURTON A. SANDOK","DEAN"
"173966","MAYO SCHOOL OF HEALTH-RELATED SCIENCES","ROCHESTER","MN","27","4","911732","","","5","2","2","3","4","","2","1","1","200 FIRST STREET SW","55905","OLMSTED","1","5072843678","F KNOX","DIR EDUC"
"173975","MCCONNELL SCHOOL INC","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","1","","3","1","1","831 2ND AVE S","55402","HENNEPIN","5","6123324238","WILLIAM MCKAY","PRESIDENT"
"173984","MEDICAL INSTITUTE OF MINNESOTA","MINNEAPOLIS","MN","27","4","7619","","","6","2","3","2","4","","2","1","3","2309 NICOLLET AVENUE","55404","HENNEPIN","4","6128718481","PHILLIP MILLER","EX OFFICER"
"173993","MESABI COMMUNITY COLLEGE","VIRGINIA","MN","27","4","4009","","","4","2","1","1","4","","2","1","1","9TH AVENUE & W CHESTNUT","55792","VIRGINIA","8","2187497700","RICHARD N KOHLHASE","PROVOST"
"174002","METHODIST HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","MINNEAPOLIS","MN","27","4","","","","5","2","2","6","4","","2","1","1","6500 EXCELSIOR BLVD","55426","HENNEPIN","3","6129325410","TERRY FINZEN","PRESIDENT"
"174020","METROPOLITAN STATE UNIVERSITY","SAINT PAUL","MN","27","4","10374","","","1","1","1","1","7","","1","1","1","121 METRO SQUARE","55101","RAMSEY","4","6122963875","TOBIN BARROZO","PRES"
"174057","MIDWEST AVIATION","MARSHALL","MN","27","4","","","","9","3","3","2","1","","3","1","1","RT 4 BOX 16-C","56258","","2","5075323164","",""
"174066","UNIVERSITY OF MINNESOTA TWIN CITIES","MINNEAPOLIS","MN","27","4","3969","","","1","1","1","1","9","1","1","1","1","100 CHURCH ST SE","55455","HENNEPIN","5","6126255000","ETTORE INFANTE","PROVOST"
"174075","UNIVERSITY OF MINNESOTA TECHNICAL COL CROOKSTON","CROOKSTON","MN","27","4","4069","","","4","2","1","1","3","","2","1","1","105 SELVIG HALL","56716","POLK","7","2182816510","DONALD SARGEANT","CHANCELLOR"
"174084","UNIVERSITY OF MINNESOTA WASECA","WASECA","MN","27","4","10225","","","4","2","1","1","3","","2","1","1","ADMINISTRATION BUILDING","56093","WASECA","1","5078359300","NAN WILHELMSON","ACTING CHANCELL"
"174118","MINNEAPOLIS BUSINESS COLLEGE, INC","ROSEVILLE","MN","27","4","","","","9","3","3","2","2","","3","1","1","1711 WEST COUNTY ROAD B","55113","RAMSEY","4","6126367406","ROBERT MAXSON","PRESIDENT"
"174127","MINNEAPOLIS COLLEGE OF ART AND DESIGN","MINNEAPOLIS","MN","27","4","2365","","","2","1","2","3","5","","1","1","1","2501 STEVENS AVE S","55404","HENNEPIN","5","6128743770","JOHN S SLORP","PRESIDENT"
"174136","MINNEAPOLIS COMMUNITY COLLEGE","MINNEAPOLIS","MN","27","4","2362","","","4","2","1","1","4","","2","1","1","1501 HENNEPIN AVENUE","55403","HENNEPIN COUNTY","5","6123417000","JACQUELYN M. BELCHER","PRESIDENT"
"174154","MINNEAPOLIS DRAFTING SCHOOL","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","2","","3","1","1","5700 WEST BROADWAY","55428","HENNEPIN","5","6125358843","ROBERT CASSERLY","OWNER/DIRECTOR"
"174163","MINNEAPOLIS SCHOOL OF ANESTHESIA","ST LOUIS PARK","MN","27","4","","","","2","1","2","3","6","","1","1","1","6715 MINNETONKA BLVD","55426","HENNEPIN","3","6129255222","LETA THORNTON","PRESIDENT"
"174172","MINNESOTA STATE BOARD OF TECHNICAL COLLEGES","SAINT PAUL","MN","27","4","","","","0","0","0","","","","1","1","3","CAPITOL SQ BLDG 550 CEDAR ST","55101","","4","6122963995","CAROLE JOHNSON","CHANCELLOR"
"174190","MINNESOTA COSMETOLOGY EDUCATION CENTER, INC","SOUTH SAINT PAUL","MN","27","4","","","","9","3","3","2","1","","3","1","1","704 MARIE AVENUE EAST","55075","SOUTH ST PAUL","3","6124506102","ELIZABETH HOULE","PRES"
"174206","MINNESOTA BIBLE COLLEGE","ROCHESTER","MN","27","4","2366","","","2","1","2","6","5","","1","1","1","920 MAYOWOOD ROAD S W","55902","OLMSTED","1","5072884563","DONALD R LLOYD","PRESIDENT"
"174215","MINNESOTA COMMUNITY COLLEGE SYSTEM OFFICE","SAINT PAUL","MN","27","4","9346","","","0","0","0","","","","1","1","1","550 CEDAR ST SUITE 203","55101","RAMSEY","4","6122963990","GERALD CHRISTENSON","CHANCELLOR"
"174224","UNIVERSITY OF MINNESOTA CENTRAL OFFICE","MINNEAPOLIS","MN","27","4","2387","","","0","0","0","","","","1","1","1","100 CHURCH STREET, SE","55455","HENNEPIN","5","6126255000","NILS HASSELMO","PRESIDENT"
"174233","UNIVERSITY OF MINNESOTA DULUTH","DULUTH","MN","27","4","2388","","","1","1","1","1","7","1","1","1","1","515 DARLAND ADMINISTRATION BLDG","55812","ST LOUIS","8","2187268000","LAWRENCE IANNI","CHANCELLOR"
"174242","CONCORD CAREER INSTITUTE INC","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","1","","3","1","1","12 N. 12TH ST.","55403","","5","6123413850","SUSAN KOSCHAK","DIRECTOR"
"174251","UNIVERSITY OF MINNESOTA MORRIS","MORRIS","MN","27","4","2389","","","1","1","1","1","5","","1","1","1","309 BEHMIER HALL","56267","STEVENS","2","6125892211","DAVID JOHNSON","CHANCELLOR"
"174260","MINNESOTA MULTI HOUSING ASSOCIATION","MINNEAPOLIS","MN","27","4","","","","8","3","2","3","2","","3","1","1","4250 PARK GLEN RD","55416","HENNEPIN","3","6129278602","ED HARRINGTON","EXECUTIVE VP"
"174279","MINNESOTA SCHOOL OF BUSINESS","MINNEAPOLIS","MN","27","4","","","","6","2","3","2","4","","2","1","1","11 SOUTH 5TH STREET","55402","HENNEPIN","5","6123386721","PATRICIA M PEICK","DIRECTOR"
"174288","MINNESOTA SCHOOL OF HORSESHOEING AND BLACKSMITHING","ANOKA","MN","27","4","","","","9","3","3","2","1","","3","1","3","6250 FRONT STREET NW","55303","ANOKA","6","6124215750","RICHARD DUGGAN",""
"174297","MINNESOTA SCHOOL OF REAL ESTATE","EDEN PRARIE","MN","27","4","","","","9","3","3","2","1","","3","1","1","7148 SHADY OAK RD","55344","","3","6128290101","",""
"174321","MODEL COLLEGE OF HAIR DESIGN","SAINT CLOUD","MN","27","4","","","","9","3","3","2","1","","3","1","1","201 EIGHTH AVENUE S","56301","STEARNS","7","6122534222","BRUCE SMITH","PRESIDENT"
"174330","MOLER BARBER SCHOOL OF HAIRSTYLING","MINNEAPOLIS","MN","27","4","","","","9","3","3","2","1","","3","1","1","1411 NICOLLET AVENUE","554032666","HENNEPIN","5","6128713754","DELANO MARTINSON","MANAGER"
"174349","MOORHEAD TECHNICAL COLLEGE","MOORHEAD","MN","27","4","","","","4","2","1","1","4","","2","1","1","1900 28TH AVENUE SOUTH","56560","CLAY","7","2182366277","NATE JOHNSON","PRESIDENT"
"174358","MOORHEAD STATE UNIVERSITY","MOORHEAD","MN","27","4","2367","","","1","1","1","1","8","","1","1","1","11TH STREET SOUTH","56563","MOORHEAD MN","7","2182362011","ROLAND DILLE","PRESIDENT"
"174376","NORTH HENNEPIN COMMUNITY COLLEGE","BROOKLYN PARK","MN","27","4","2370","","","4","2","1","1","3","","2","1","1","7411 85TH AVENUE NORTH","55445","HENNEPIN","4","6124240811","FREDERICK W CAPSHAW","PRESIDENT"
"174385","NATIONAL COLLEGE-ST PAUL BRANCH","ST PAUL","MN","27","4","904057","","","3","1","3","2","5","","1","1","1","1380 ENERGY LANE, SUITE 13","55108","","4","6053944800","VINCE ZOCCO","PRESIDENT"
"174394","NATIONAL EDUCATION CENTER BROWN INSTITUTE CAMPUS","MINNEAPOLIS","MN","27","4","7351","","","6","2","3","2","3","","2","1","3","2225 E LAKE ST","55407","HENNEPIN","5","6127212481","BILL JOHNSON","DIRECTOR"
"174400","NEWGATE EDUCATION & RESEARCH CENTER,INC","MPLS","MN","27","4","","","","8","3","2","3","2","","3","1","1","2900 E HENNEPIN AVENUE","554132918","HENNEPIN","4","6123780177","RONALD SEVERSON","EXEC DIR"
"174419","NO AMERICA INSTITUTE OF TAXIDERMY","ELK RIVER","MN","27","4","","","","9","3","3","2","1","","3","3","1","5781 QUEENS AVENUE NE","553306457","","5","6124288248","",""
"174428","NORMANDALE COMMUNITY COLLEGE","BLOOMINGTON","MN","27","4","7954","","","4","2","1","1","3","","2","1","1","9700 FRANCE AVE SOUTH","55431","HENNEPIN","3","6128326000","THOMAS J. HORAK","PRESIDENT"
"174437","NORTH CENTRAL BIBLE COLLEGE","MINNEAPOLIS","MN","27","4","2369","","","2","1","2","6","5","","1","1","1","910 ELLIOT AVENUE","55404","HENNEPIN","5","6123323491","DON ARGUE","PRESIDENT"
"174446","NORTH MEMORIAL MED CENTER-SCH OF X-RAY TECHNOLOGY","ROBBINSDALE","MN","27","4","","","","5","2","2","3","4","","2","1","1","3300 OAKDALE NORTH","55422","HENNEPIN","5","6125205337","RICHARD AMUNDSON","PROGRAM DI"
"174464","RASMUSSEN BUSINESS COLLEGE MINNEAPOLIS","MINNEAPOLIS","MN","27","4","11686","","","6","2","3","2","4","","2","1","1","12450 WAYZATA BLV","55343","HENNEPIN","5","6125452000","ANNE SCHARFF","DIRECTOR"
"174473","NORTHLAND COMMUNITY COLLEGE","THIEF RIVER FAL","MN","27","4","2385","","","4","2","1","1","3","","2","1","1","HWY 1 EAST","56701","PENNINGTON","7","2186812181","SALLY IHNE","PRESIDENT"
"174482","NORTHWEST TECHNICAL INSTITUTE","EDEN PRAIRIE","MN","27","4","8267","","","6","2","3","2","3","","2","1","1","11995 SINGLETREE LANE","55344","HENNIPEN","3","6129440080","NORRIS J NELSON","PRESIDENT"
"174491","NORTHWESTERN COLLEGE","ST PAUL","MN","27","4","2371","","","2","1","2","3","5","","1","1","1","3003 SNELLING AVE N","55113","RAMSEY","4","6126315100","DONALD ERICKSEN","PRESIDENT"
"174507","NORTHWESTERN COLLEGE OF CHIROPRACTIC","BLOOMINGTON","MN","27","4","12328","","","2","1","2","3","","1","1","1","1","2501 WEST 84TH STREET","55431","","3","6128884777","GEORGE WALKER","TRUSTEE-REGENT"
"174516","NORTHWESTERN ELECTRONICS INSTITUTE","COLUMBIA HTS","MN","27","4","7353","","","5","2","2","3","3","","2","1","1","825 41ST AVENUE N. E.","554219990","ANOKA","6","6127814881","CHARLES R DETTMANN","PRESIDENT"
"174525","OAK HILLS BIBLE COLLEGE","BEMIDJI","MN","27","4","9992","","","2","1","2","6","5","","1","1","1","1600 OAK HILLS RD SW","56601","BELTRAMI","7","2187518670","MARK HOVESTOL","PRESIDENT"
