unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"170532","2","1","1","1","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","1","","1","","1","","","","1","1","","","","","","1","1","","","","","","","1","1","1","1","1","1","","","1","","",""
"170541","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"170550","1","1","","","1","","","1","1","1","1","1","1","","1","","","2","","","","1","","1","","1","","","1","","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"170569","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","1","1","","","","","","","","","","","","1","","1","1","1","","1","1","","","1","","",""
"170587","1","1","","","1","","","1","1","1","","1","1","1","","","1","2","","","","1","","","","","","","","1","1","1","1","","1","1","","","1","","","1","1","","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"170596","2","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"170611","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"170620","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","","","","","","","","","1","1","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"170639","1","1","","","1","","","1","","1","1","","1","","","1","","2","","","","1","","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"170657","1","1","","1","","","","1","","1","1","1","","","","","","2","","","","","","","","","","","1","1","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"170666","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"170675","1","1","","","1","","","1","","","","1","1","","","","1","1","1","","","1","1","1","","1","","","1","","1","","","","1","","","","","","","","","","","","","1","","1","1","1","","","1","","","1","","",""
"170693","1","1","","","","","","1","","","","","1","","","","","2","","","","1","","","","","","","","","1","1","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","1","","",""
"170709","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"170736","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"170745","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"170754","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"170763","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"170772","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"170790","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"170806","1","1","","1","1","","","1","","","","1","1","","","","1","2","","","","1","","1","","1","","","","","1","","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"170824","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"170842","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","","1","1","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","",""
"170967","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","1","","","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"170976","3","1","1","","1","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","","1","1","","1","","1","","1","1","1","1","","","","1","1","1","1","","","","","1","1","1","1","1","1","1","","1","","",""
"171003","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"171012","6","1","","","","","","1","","","","1","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"171100","1","1","","1","1","","","1","","","1","","1","","","","","1","","1","","1","1","1","1","1","","","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"171128","2","1","","","1","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"171137","1","1","","","1","","","1","","","1","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"171146","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","","1","1","1","","","1","","",""
"171155","1","1","","","1","","","1","","1","1","1","1","","1","","1","2","","","","","","","","","","","1","","1","1","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"171164","5","1","","","","","","1","","1","","1","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","3","","",""
"171225","1","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","","","","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"171234","1","1","","","1","","","1","1","1","","1","1","","1","","1","2","","","","1","","","","","","","1","","","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"171261","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"171289","7","","","","","","","","","","","","","","","","","2","","","","","","1","","","1","","","1","1","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"171298","2","1","","","","","","1","","","","1","","","","","","2","","","","1","","1","","","1","","1","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"171304","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"171313","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"171322","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","1","1","","","1","","","3","","",""
"171368","6","1","","","","","","1","","1","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","","3","","",""
"171377","1","1","1","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","1","","",""
"171395","1","1","","","1","","","1","","1","","","1","","","","1","2","","","","","","","","","","","1","","1","","1","","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","",""
"171438","7","1","","","","","","1","","1","","","","","","","","2","","","","","","","","","","","","1","","1","1","","1","","1","1","1","","","","","","","","","","","1","1","","","","","","","3","","",""
"171456","3","1","","","1","","","1","","1","1","","1","","","1","","2","","","","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"171465","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"171483","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","1","","1","","","","","1","1","1","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"171492","2","1","1","1","","","","1","","","","","","","","","1","1","1","","","1","1","1","1","1","","","1","","1","","","","1","1","1","1","","","","","","","1","","","","1","1","1","1","1","","1","","","1","","",""
"171535","1","1","","","1","","","1","","1","1","1","1","","","1","1","2","","","","1","","","","","","1","","1","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"171571","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","1","","1","","","1","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"171599","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
